,Unnamed: 0,roles,companies,locations,experience,skills
42,42,Data Science/Analysis Expert - Machine Learning,Catalyst,Bangalore/Bengaluru,2-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Tableau
NLP
Data Scientist
Artificial Intelligence"
43,43,Machine Learning Engineer - Data Science,Yo HR Consultancy,Bangalore/Bengaluru,3-5 Yrs,"Data Science
data modeling
Machine Learning
IT Skills
Python
Software Development
Cloud
AWS"
44,44,Manager - Machine Learning Engineer ( Data Science ) ( Females only ),Pylon Management Consulting Pvt Ltd,Remote,7-9 Yrs,"Machine Learning
Deep Learning
Python
IT Skills
Java
Software Development
Data Science
Cloud"
45,45,Data Science Analyst - Machine/Deep Learning Algorithms,isparrow services Pvt ltd,"Pune, Ahmedabad, Bangalore/Bengaluru",5-10 Yrs,"Python
C
AI
IT Skills
Data Science
C++
Artificial Intelligence
Neural Networks"
46,46,Data Science Product Manager- Artificial Intelligence/Machine Learning,Catalyst,Bangalore/Bengaluru,4-9 Yrs,"Deep Learning
Artificial Intelligence
Machine Learning
R
NoSQL
YOLO
VGG
Python"
47,47,Data Science Manager - Artificial Intelligence/Machine Learning,Yogy HR Solutions,Navi Mumbai,10-15 Yrs,"Data Science
Tensorflow
REST API
NLP
RDBMS
Artificial Intelligence
Data Management
Statistical Modeling"
48,48,Data Science Manager - Artificial Intelligence / Machine Learning,Yogy HR Solutions,Navi Mumbai,10-15 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
REST API development
TensorFlowKeras
PyTorch
scikit-learn"
49,49,Machine Learning Engineer - Data Modeling/Data Science,Confidential,"Pune
(WFH during Covid)",4-6 Yrs,"Java
PyTorch
communication
Python
software architecture
data structures
opencv
Keras"
50,50,Machine Learning Data Science Practitioner,Accenture,Pune,12-15 Yrs,"IT Skills
Python
Data Science
Machine Learning
Big Data
deep learning
Architecture
Consulting"
51,51,Team Lead - Machine Learning & Data Science,HackerEarth,Bangalore/Bengaluru,3-5 Yrs,"Data Science
Algorithms
Machine Learning
Deep Learning
Sql
Ml"
52,52,Machine Learning Data Science Practitioner,Accenture,Bangalore/Bengaluru,15-18 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Oracle
Big Data
Architecture"
53,53,Machine Learning Data Science Practitioner,Accenture,Bangalore/Bengaluru,12-15 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Oracle
Big Data
Architecture"
54,54,Data Science Engineer- Machine/ Deep Learning Models- R/ Python/ Scala,CarbyneTech India,Hyderabad/Secunderabad,4-8 Yrs,"Tensorflow
Data Science
Cnn
Lstm
Artificial Intelligence
Hadoop
Keras
Spark"
55,55,Data Science Engineer - Machine/Deep Learning Models - R/Python/Scala,CarbyneTech India,Hyderabad/Secunderabad,4-8 Yrs,"Machine Learning
Deep Learning
Python
Numpy
Hive
Hadoop
Spark
pandas"
56,56,Analyst - Data Science - Python/Machine Learning/Analytics,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-6 Yrs,"Machine Learning
Analytics
Python
Logistic Regression
Decision Tree
Linear Regressions
MySQL
Data science"
57,57,Head of Data Science - Python/Machine Learning,Connexions,Gurgaon/Gurugram,7-10 Yrs,"Data Science
Machine Learning
Python
IT Skills
PySpark
Data Management
PD model development
Big Data"
58,58,Software Developer - NLP/Data Science/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),Bangalore/Bengaluru,3-8 Yrs,"Data Science
NLP
Machine Learning
IT Skills
Java
Python
Testing
Cloud"
59,59,Machine Learning and Data Science Specialist,Nokia,Bangalore/Bengaluru,8-13 Yrs,"Computer science
Linux
Artificial Intelligence
Intellectual property
Machine learning
Data collection
Data structures
Data quality"
60,60,Technology Lead - Data Science / Machine Learning,Infosys,Bangalore/Bengaluru,5-10 Yrs,"Data Science
agile methodologies
Machine Learning
debugging
Digital Transformation
problem solving"
61,61,Technology Analyst: Data Science | Machine Learning,Infosys,Bangalore/Bengaluru,3-8 Yrs,"Data Science
Testing tools
Machine Learning
IT Skills
Python
Testing
Quality Assurance
Architecture"
62,62,Machine Learning Engineer (Data Science),Walmart,Bangalore/Bengaluru,3-6 Yrs,"Computer science
Coding
Machine learning
Instrumentation
Data quality
Troubleshooting
Forecasting
Analytics"
63,63,Engineering Manager - Data Science & Machine Learning,BookMyShow,Mumbai,8-12 Yrs,"Data Science
Product Development
Algorithms
Neural Networks
Big Data
Decision Tree Learning
Creating Data Architectures
Business Objects"
64,64,Data Science Machine Learning Engineering manager,CareerXperts Consulting,Not specified,8-13 Yrs,"assembly language
website
C
HTML
ajax
javascript
jquery
SQL"
65,65,Data Science Machine Learning Engineering manager,CareerXperts Consulting,India,8-10 Yrs,"Mining
Computer science
Object oriented design
Computer vision
data science
Consulting
Machine learning
Engineering Manager"
66,66,Data Science / Machine Learning stream project intern,Vikatan,Chennai,0-1 Yrs,"Computer science
Printing
Power house
Publishing
data science
Machine learning
Manager Technology
digital transformation"
67,67,Google Cloud Machine Learning Services Data Science Practitioner,Accenture,Pune,12-15 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Big Data
Architecture"
68,68,Senior Software Engineer - Data Science and Machine Learning,VSH Solutions,Pune,2-5 Yrs,"RoR
Java
ElasticSearch
Pandas
MongoDB
Matlab
RESTful APIs
NoSQL"
69,69,Data Science Engineer,CLOUDBC LABS PRIVATE LIMITED,"Pune, Chennai, Bangalore/Bengaluru",5-10 Yrs,"data science
machine learning
sql
IT Skills
Python
Software Development
Artificial Intelligence
Cloud"
70,70,Assistant Manager/Manager- Data Scientist,Genpact,"Gurgaon/Gurugram, Bangalore/Bengaluru",4-9 Yrs,"Data Science
python
predictive modeling
Artificial Intelligence
Natural Language Processing
machine learning
Forecasting"
71,71,Associate Principal Consultant (Business Analyst),Nagarro,Remote,9-12 Yrs,"data science
Data Warehouse Design
machine learning
IT Skills
Big Data
sprint planning
uat
flow diagrams"
72,72,Machine Learning Engineer,SPI technologies india private limited,"Chennai, Bangalore/Bengaluru, Delhi / NCR",2-7 Yrs,"Python
communication
analytical
analytics
Data Science
Natural Language Processing
machine learning
analytis"
73,73,Machine Learning Engineer,SPI technologies india private limited,"Chennai, Bangalore/Bengaluru, Delhi / NCR",2-7 Yrs,"communication
Python
analytics
analytical
IT Skills
Machine Learning
Data Science
Natural Language Processing"
74,74,Senior Admission Counselors/Manager,Asian Society of Film And Television,Noida,3-6 Yrs,"Data Science
Artificial Intelligence
Fashion
Animation
Digital Marketing
Machine Learning"
75,75,Data Science/Data Analyst,Findoc Finvest Private Limited,Gurgaon/Gurugram,4-7 Yrs,"IT Skills
Java
Machine Learning
Javascript
Text mining
Google Analytics
Simulation
Coding"
76,76,Supply Chain Lead,Wipro,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",10-15 Yrs,"AI
chain
cloud computing
Oracle
SAP
machine learning
IT Skills
Data Science"
77,77,Machine Learning Engineer - Data Science,SP Staffing Services Private Limited,"Pune, Chennai, Mumbai (All Areas)",6-11 Yrs,"Machine Learning
IT Skills
Python
Testing
Quality Assurance
Data Science
Cloud
DevOps"
78,78,Consultant / Senior Consultant AI/ML,E&Y,New Delhi,3-8 Yrs,"IT Skills
Java
Python
Testing
Data Science
Machine Learning
Big Data
data analysis"
79,79,Staff Engineer (Data science Microsoft Bot Framework),Nagarro,Remote,6-9 Yrs,"python
data science
Microsoft Bot Framework
nlp
data analytics
data sci
time series
machine learning"
80,80,Data Scientist (Machine Learning /AI),Mastermind Network,"Delhi / NCR
(WFH during Covid)",2-7 Yrs,"Tensorflow
deep learning
python
data science
Artificial Intelligence
decision trees
machine learning
Analytics"
81,81,ACN - Applied Intelligence - CC - Data Science (IN) - 08,Accenture,Gurgaon/Gurugram,2-7 Yrs,"analytical
requirements gathering
Computer science
Version control
GIT
SAS
Consulting
Machine learning"
82,82,Datascience Manager,Cashgrail Private Limited,Gurgaon/Gurugram,8-10 Yrs,"IT Skills
Python
Data Science
Machine Learning
tensorflow
nlp
pytorch
model development"
83,83,Senior Associate Director - Data Science- Insurance - IIT/IIM/NIT/XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,9-14 Yrs,"IT Skills
Python
Data Science
Machine Learning
Project Management
BPO
project management
analytics"
84,84,ACN - Applied Intelligence - CC - Data Science (IN) - 09,Accenture,Gurgaon/Gurugram,5-6 Yrs,"Computer science
Version control
GIT
SAS
Consulting
Machine learning
Application development
Manager Quality Control"
85,85,Machine Learning Data Science Practitioner (Opening in MNC)(Bengaluru),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,16-21 Yrs,"Artificial Intelligence
Machine Learning
IT Skills
Big Data
Data Science
Solaris Volume Manager
NoSQL
Regression"
86,86,Machine Learning Data Science Practitioner (Opening in MNC)(Bengaluru),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,12-17 Yrs,"Artificial Intelligence
Machine Learning
IT Skills
Big Data
Data Science
Solaris Volume Manager
NoSQL
Regression"
87,87,Data Scientist,SplashLearn,Gurgaon/Gurugram,4-9 Yrs,"Computer science
customer segmentation
Data analysis
Usage
Statistical analysis
data science
Analytical
Machine learning"
88,88,Data Scientist,Splash M,Gurgaon/Gurugram,2-6 Yrs,"Computer science
customer segmentation
Data analysis
Usage
Statistical analysis
data science
Analytical
Machine learning"
89,89,Team Lead/Consultant-Data Science,Accenture,Gurgaon/Gurugram,7-11 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
Publishing
Architecture"
90,90,Sr. Data Analyst | Gurgaon,Weather Risk Management Services Private Limited,"Gurgaon/Gurugram, Delhi / NCR",5-8 Yrs,"Data Science
R
Excel
Statistical Modeling
Data Analysis
Data Mining
Data Analytics
Machine Learning"
91,91,Data Analyst / Data Scientist,GUS Global Services,Gurgaon/Gurugram,3-4 Yrs,"Data Anlalytics
Power Bi
Tableau
IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence"
92,92,Lead Data Scientist,TransOrg Solutions Services (P) Ltd.,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)
(WFH during Covid)",4-9 Yrs,"R
Python
SQL
Data Science
Data Manipulation
Artificial Intelligence
Linear Regression
Machine Learning"
93,93,Artificial Intelligence/ Machine Learning Freshers,IGT Solutions,Gurgaon/Gurugram,4-8 Yrs,"deep learning
python
spacy
tensorflow
r
data science
nltk
machine learning"
94,94,Data Scientist (Consumer Industries),Digilytics AI,Gurgaon/Gurugram,4-7 Yrs,"data science
pytorch
machine learning
IT Skills
Python
deep learning
tensorflow
r"
95,95,Social Media Analytics,Cheil India,Gurgaon/Gurugram,1-4 Yrs,"Business Analytics
Social Media
Artificial Intelligence
Natural Language Processing
Advanced Excel
Data Analyst
Tableau
Text Mining"
96,96,Sr Associate Director - Data Science - Insurance - IIT/ IIM/ NIT/ XLRI,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"IT Skills
Python
Data Science
Machine Learning
Project Management
BPO
project management
Consulting - BFSI"
97,97,Data Scientist - Python,Jubna,Noida,3-5 Yrs,"advanced analytics
data science
Python
JIRA
BigQuery
machine learning frameworks
Hadoop
Redshift"
98,98,"Advisor, Data Science",Dell,Bangalore/Bengaluru,5-8 Yrs,"Tensorflow
PyTorch
Python
IT Skills
Data Science
Machine Learning
Big Data
Power BI"
99,99,Opening with Data Science,PwC,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-5 Yrs,"Data Science
Big Data
Python
Hadoop
R
Hive
Pyspark
Spark"
100,100,Machine Learning Data Science Practitioner (MNC),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,12-22 Yrs,"Data Science
Practitioner Activities
Machine Learning
IT Skills
Java
Scala
Database
Agile"
101,101,Data Scientist,Optum,"Noida, Gurgaon/Gurugram",2-6 Yrs,"Data Science
R
Python
IT Skills
Machine Learning
Artificial Intelligence
Big Data
Logistic Regression"
102,102,Senior Data Scientist,DECISION POINT PRIVATE LIMITED,"Gurgaon/Gurugram, Chennai
(WFH during Covid)",2-5 Yrs,"hive
python
ML Ops
data science
mapreduce
spark
time series
hadoop"
103,103,Senior Associate Director - Data Science - Insurance - IIT/IIM,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"Data Science
Data Engineering
Artificial Intelligence
Data Analysis
Spark
Machine Learning
Statistics
Analytics"
104,104,Technical Analyst (Azure ETL),Coforge,Gurgaon/Gurugram,3-6 Yrs,"Pyspark
Agile
Azure ETL
Azure Data
Azure Data Factory
ETL
Azure Synapse
DataBricks"
105,105,Machine Learning Developer,Innodata Isogen,"Noida
(WFH during Covid)",3-5 Yrs,"Natural Language
TensorFlow
spaCy
Python
Azure
Stanford suite
written communication
Machine Learning"
106,106,Distinguished Engineer-(Java +AWS),Fidelity International,"Gurgaon/Gurugram, Delhi / NCR",10-13 Yrs,"Java
Data Science
Terraform
Docker
Ansible
SQL Server
Machine Learning
Angular"
107,107,Machine Learning Engineer - Python,Marktine,"Jaipur, Bangalore/Bengaluru, Delhi / NCR",4-9 Yrs,"Machine Learning
Forecasting
Python
SpaCy
NLTK
Tensorflow
Cluster analysis
Ensemble machine learning"
108,108,Technical SME - Data Science and Analytics,Fractal Analytics,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",3-6 Yrs,"Training
Cloud computing
deep learning
customer analytics
data science
GCP
Machine learning
Data analytics"
109,109,Farfetch - Senior Data Scientist,Farfetch,New Delhi,5-9 Yrs,"Computer science
Data analysis
Operations research
data science
GCP
Machine learning
Hypothesis Testing
Technical support"
110,110,Head of Delivery - Analytics Consulting,Connexions,Noida,12-18 Yrs,"Machine Learning
Data Science Solutioning
Analytics Consulting
Business Intelligence
GTM
Decision Sciences
Text Analytics
Head Analytics"
111,111,Head - Data Science & Analytics - Bank,Dimensions HRD Consultants,Gurgaon/Gurugram,12-16 Yrs,"Data Science
Data Management
Analytics
Big Data
Data Mining
Data Modeling
Machine Learning"
112,112,Sr. AI Engineer,Pactera,Hyderabad/Secunderabad,4-9 Yrs,"IT Skills
Python
Software Development
Data Science
Machine Learning
Cloud
AWS
deep learning"
113,113,Data Science Practitioner,Kovaion Consulting India Private Limited,"Chennai, Coimbatore, Bangalore/Bengaluru",5-8 Yrs,"data science
IT Skills
Python
Machine Learning
Artificial Intelligence
Cloud
Oracle
Big Data"
114,114,Senior Data Scientist/Data Scientist,Tredence Analytics Solutions Private Limited,"Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",2-7 Yrs,"deep learning
data science
machine learning
NumPy
data analysis
Pandas
Spark
Natural Language Processing"
115,115,Data Scientist,Tiger Analytics India LLP,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",4-9 Yrs,"Data Science
R
Artificial Intelligence
Risk Analytics
Advanced Analytics
Statistical Modeling
Machine Learning
Python"
116,116,Data Scientist Associate,WSE Infratech Private Limited,Kolkata,2-4 Yrs,"Spring boot
ML
Core Java
Python
IT Skills
Java
Data Science
Artificial Intelligence"
117,117,Data Science Lead / Manager / Architect,TRH Consultancy Services,"Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi / NCR",5-10 Yrs,"Data Science
R
Python
statistical modeling
data mining
machine learning
IT Skills
Neural Network"
118,118,Hiring For Data Analyst and Data Scientist For Gurgaon Location,Shadow Placements,"Noida, Gurgaon/Gurugram, Delhi / NCR",3-7 Yrs,"Text Analytics
Data Mining
Data Extraction
Machine Learning
Deep Learning
Data Science
R
Data Analysis"
119,119,Hiring For Data Science Intern,FLIP ROBO TECHNOLOGIES PRIVATE LIMITED,"Noida, Bangalore/Bengaluru",0-1 Yrs,"Data Science
Natural Language Processing
Machine Learning
Deep Learning
Python"
120,120,Senior Data Scientist,Recruiterflow Inc,Gurgaon/Gurugram,3-8 Yrs,"IT Skills
Data Science
Machine Learning
Training
Computer vision
deep learning
Opencv
Research"
121,121,MLAI Digital - Data Engineer ||,MLAI Digital,"Bangalore/Bengaluru, Delhi / NCR",3-6 Yrs,"Scala
Spark
SDLC
data analysis
data science
data visualization
machine learning
statistics"
122,122,Senior Data Scientist,ParallelDots,Gurgaon/Gurugram,3-8 Yrs,"OpenCV
Deep Learning
Data Science PyTorch
Computer Vision stack
Docker
Kubernetes
Training
Computer vision"
123,123,Data Science Manager,Tredence Analytics Solutions Private Limited,"Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",7-12 Yrs,"Data Science
Python Data Analytics
Machine Learning
Supervised Learning
Time Series Forecasting
Neural Networks
Machine Learning Algorithms
Statistical Analyses"
124,124,Data Science Lead,cliqhr.com,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Delhi / NCR",5-10 Yrs,"IT Skills
Python
Machine Learning
Data Science
R
Classification
Statistical Modeling
Data Mining"
125,125,Lead Data Scientist,NAVIKENZ INDIA PRIVATE LIMITED,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",5-10 Yrs,"machine learning
nlp
data science
IT Skills
Java
Python
Cloud
Javascript"
126,126,Data Scientist,DECISION POINT PRIVATE LIMITED,"Gurgaon/Gurugram, Chennai
(WFH during Covid)",1-6 Yrs,"data science
Artificial Intelligence
Machine Learning
Python"
127,127,Python Trainer & Data Science Trainer,CQS TRAINING PRIVATE LIMITED,New Delhi(B1 Block Janakpuri),0-4 Yrs,"python
C++
c
Power Bi
Artificial Intelligence
Tableau
SQL Server
Machine Learning"
128,128,Analytics Trainer @ Imarticus Learning,Imarticus,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,"Data Science
machine learning
Analytics
R
Advanced Analytics
Advanced Excel
Tableau
artificial intelligence"
129,129,Data Scientist,Infosys,Bangalore/Bengaluru,2-7 Yrs,"Artificial Intelligence
Machine Learning
Data Science
IT Skills
Python
Software Development
Project Management
AWS"
130,130,Big Data Engineer,Advance Talent Services,Delhi / NCR,2-7 Yrs,"Big data
Hadoop
Python
IT Skills
Project Management
BPO
project management
Data Science"
131,131,Data Scientist Associate,WSE Infratech Private Limited,Kolkata,2-4 Yrs,"Python
Core Java
Spring boot
ML
IT Skills
Java
Data Science
Artificial Intelligence"
132,132,AI Developer,SIGNITY CORPORATE SOLUTIONS PRIVATE LIMITED,Delhi / NCR,3-8 Yrs,"Data Science
Creative Problem Solving
Artificial Intelligence
Technical Analysis
Team Leadership
Data Processing
Machine Learning
Strong Communication Skills"
133,133,Senior Manager / Chief Manager - Data Scientist / Analytics,LIGHTHOUSE SEARCH (OPC) PRIVATE LIMITED,"Gurgaon/Gurugram, Mumbai (All Areas)",6-11 Yrs,"analytics
senior management
data science
data mining
machine learning
artificial intelligence"
134,134,Aws Developer | Remote,Vaco Binary Semantics LLP,Remote,5-10 Yrs,"puppet
quality management
data science
devops
terraform
machine learning
big data
artificial intelligence"
135,135,Senior Associate Director - Data Science - Insurance - IIT/IIM/NIT,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,7-12 Yrs,"Data Science
Machine Learning
Advanced Statistical Techniques
IT Skills
Python
Project Management
BPO
project management"
136,136,Sr. Software Engineer,HR Divya,"Gurgaon/Gurugram
(WFH during Covid)",2-5 Yrs,"Data Science
Python Data Analytics
Azure Databricks
IT Skills
Python
Cloud
Oracle
Azure"
137,137,Fareportal Hiring : Machine Learning Expert : Work from Anywhere,Fareportal,Gurgaon/Gurugram,4-9 Yrs,"Algorithms
data science
machine learning models
Machine Learning
Python"
138,138,Lead - Machine Learning,Shiprocket,Delhi / NCR,5-9 Yrs,"object - oriented programming
OOP
R
NoSQL
Unix
Linux
SQL
PHP"
139,139,Quality Senior Principal Engineer (I9),Dell International Services IndiaPrivate Limited,Bangalore/Bengaluru,12-15 Yrs,"Field Services
MS Office tools
Data Sciences
IT Skills
Quality Assurance
Process Quality
Artificial Intelligence
Data Analysis"
140,140,"Data Science Engineer, SMART MFG & AI",Micron Tech,Hyderabad/Secunderabad,6-11 Yrs,"Data Science
AI
machine learning
Java
C++
CSS
MS SQL
Algorithms"
141,141,Machine Learning Engineer I,Phenompeople,Hyderabad/Secunderabad,1-6 Yrs,"Product management
Computer science
deep learning
data science
Coding
Machine learning
Agile
Data processing"
142,142,Machine Learning Engineer II,Phenompeople,Hyderabad/Secunderabad,5-10 Yrs,"Product management
Computer science
deep learning
data science
Coding
Machine learning
Agile
Data processing"
143,143,Machine Learning Engineer III,Phenompeople,Hyderabad/Secunderabad,6-11 Yrs,"Product management
Computer science
deep learning
data science
Coding
Machine learning
Agile
Data processing"
144,144,Data Scientist,Wolters Kluwer,"Mumbai, Pune",6-8 Yrs,"Computer science
Data analysis
data science
Analytical
Machine learning
Agile
Data collection
Data processing"
145,145,"Faculty For Machine Learning And Big Data Job in Karve Nagar, Pune","MKSSS-AIT, Center for Data Science, Machine Learning and AI",Pune,0-3 Yrs,"training
machine learning
big data
SQL Server Analysis Services
Power Bi
Natural Language Processing
teaching
Tableau"
146,146,Data Scientist,MABZONE IT SOLUTIONS,"Mohali/SAS Nagar, Chandigarh",2-4 Yrs,"data analysis
Machine Learning
R
NoSQL
SciPy
MongoDB
OLAP
SQL"
147,147,Data Scientist,PRI India,Bangalore/Bengaluru,4-8 Yrs,"learning
Python
Tensorflow
Jupyter
data mining
statistical modelling
artificial neural
data analytics"
148,148,Machine Learning Engineer - BTP Core,SAP India Pvt.Ltd,Bangalore/Bengaluru,3-8 Yrs,"Machine Learning
Software Development
data science
Tensorflow
Java
Grafana
Sybase
Deep Learning"
149,149,Session Lead (External Contractor),Udacity,remote,2-5 Yrs,"IT Skills
Data Science
Selection process
Technical training
Cloud computing
Interpersonal skills
Artificial Intelligence
Machine learning"
150,150,Hiring For Senior Data Analyst - Chennai,Novac Technology,Chennai(Mylapore),6-10 Yrs,"Trees
Social Network Analysis
data analysis
Regression
Glm
Boosting
Digital Marketing
SVM"
151,151,Senior Data & Applied Scientist,Microsoft,"Hyderabad/Secunderabad, Bangalore/Bengaluru",5-8 Yrs,"Big data
AWS
Azure
Google Cloud Azure
IT Skills
Machine Learning
Cloud
Product Management"
152,152,Data & Applied Scientist,Microsoft,"Hyderabad/Secunderabad, Bangalore/Bengaluru",12-15 Yrs,"AWS
Google Cloud Azure
Big data
Azure
IT Skills
Machine Learning
Cloud
Product Management"
153,153,"Manager, Data Science",Micron Tech,Bangalore/Bengaluru,5-10 Yrs,"software development
ETL processing
agile development process
Data Science
Project Management
Artificial Intelligence
Optimization Techniques
Neural Networks"
154,154,Opening For Data Science,Saama Technologies,Pune,3-6 Yrs,"Machine Learning
Python
numpy
Tableau
Linux
keras
pandas
cognos"
155,155,Senior Associate Director - Data Science - Insurance,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,10-15 Yrs,"Data Science
Data Engineering
Artificial Intelligence
Data Analysis
Spark
Machine Learning
Statistics
Analytics"
156,156,Data Scientist,Nokia,Gurgaon/Gurugram,4-7 Yrs,"Wireless
data science
development testing
Machine learning
Cloud
Trend forecasting
Design development
power bi"
157,157,Data Scientist-Onsite and offshore,PROKXIMITY,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8 Yrs,"Data Science
NLP
Machine Learning
learning
Python
data analytics
R
Pandas"
158,158,Data Scientist NBFC's -NSE BSE Listed +3000 Employee -Delhi,hCapital Business Consulting Private Limited,Delhi / NCR,3-8 Yrs,"CNN
python
Artificial Intelligence
AI
transformer
bert
Machine Learning
Deep Learning"
159,159,Data Science Manager- Artificial Intelligence,Spectral Consultants -Search and Recruitments Firm,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",9-14 Yrs,"Big Data
Python
cloud
IT Skills
Azure Data Factory
Azure Active Directory
data science
Azure Data Lake"
160,160,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-12 Yrs,"Data Science
Analytics
Python
Predictive Modeling
Arima
Regression
Machine Learning
Forecasting"
161,161,"Manager- Analytics Delivery, Industrials",Tredence Analytics Solutions Private Limited,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",7-12 Yrs,"Data Science
Analytics
Python
Predictive Modeling
Arima
Regression
Machine Learning
Forecasting"
162,162,Python Trainer/Faculty,Computec Professionals Group,Delhi / NCR(Uttam Nagar),1-3 Yrs,"JAVA
Machine Learning
Python
Data Science
C++
Django"
163,163,Senior Advisor Data science,Dell,Bangalore/Bengaluru,8-12 Yrs,"C++
C
Data science
IT Skills
Testing
Machine Learning
Big Data
Algorithms"
164,164,Data Scientist Opportunity with Flipkart Data science group,Flipkart,Bangalore/Bengaluru,5-9 Yrs,"python
predictive modeling
data scientist
machine learning"
165,165,Data Scientist: Advanced Analytics,IBM,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Data Science
Machine Learning
Training
advanced analytics
Interpersonal skills
Circuit designing
Consulting"
166,166,Sr Data Scientist,Apptio India LLP,Bangalore/Bengaluru,7-11 Yrs,"Machine Learning
Deep Learning
Statistical Models
analysis
Scikit
PySpark
data science
Time Series"
167,167,"Intern, Data Science (Autodesk Construction Cloud)",AutoCAD,Bangalore/Bengaluru,1-3 Yrs,"PyTorch
deep learning
Python
AWS
TensorFlow
IT Skills
Data Science
Machine Learning"
168,168,"Senior Engineer, Data Science",Micron Tech,Hyderabad/Secunderabad,4-9 Yrs,"python
java
ETL
Data Science
Artificial Intelligence
Neural Networks
Data Analysis
Data Mining"
169,169,Data Scientist - Machine Learning,TalPro,"Gurgaon/Gurugram, Delhi / NCR",3-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Product Management
Machine Learning
Data Management
Random Forests"
170,170,Reporting Analyst / Data Scientist (Supply Chain) - Night Shift,NEWAGE PRODUCT DESIGNS PRIVATE LIMITED,Remote,4-9 Yrs,"Data Science
Data Mining
Machine Learning
Deep Learning
Python
Predictive Analytics"
171,171,Data Scientist,KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,2-7 Yrs,"Tensorflow
Data Science
NoSQL
Statistical Modeling
Data Analysis
Machine Learning
AWS
Deep Learning"
172,172,Junior Data Scientist,KWALEE INDIA PRIVATE LIMITED,Bangalore/Bengaluru,1-6 Yrs,"Tensorflow
Data Science
NoSQL
Data Management
Statistical Modeling
Data Analysis
Machine Learning
Deep Learning"
173,173,Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",10-15 Yrs,"R
data science
Python
IT Skills
Java
Testing
Machine Learning
Big Data"
174,174,Head of Data Science,Connexions,Gurgaon/Gurugram,7-10 Yrs,"Data Science
Pyspark SQL
SQL
algorithms
Risk Assessment
Big Data
Machine Learning
Python"
175,175,Trainee AI/ML Engineer,Predictive Research,Bangalore/Bengaluru,0-2 Yrs,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Big Data
MS Excel
Business Analytics
Deep Learning"
176,176,Data Scientist,Born Commerce,"Bangalore/Bengaluru
(WFH during Covid)",5-8 Yrs,"matlab
image processing
python
c++
tensorflow
r
data science
Artificial Intelligence"
177,177,LNT Hiring || Data Scientist || Mumbai & Delhi (On Site),Federal Soft Systems Private Limited,"Mumbai, Delhi / NCR",4-9 Yrs,"Data Science
Natural Language Processing
Machine Learning
Web Scraping"
