,roles,companies,locations,experience,skills
419,Technical Project Lead (Machine Learning with Python),Sopra Steria,"Noida, Chennai, Delhi / NCR",8-12 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Azure
Artificial Intelligence"
420,Machine Learning Engineer,Zycus Infotech,Mumbai (All Areas),1-4 Yrs,"IT Skills
Python
Machine Learning
Cloud
Big Data
Pattern Recognition
Artificial Intelligence
Natural Language Processing"
421,Machine Learning Scientist,Observe.AI,Bangalore/Bengaluru,3-7 Yrs,"Automatic Speech Recognition
Customer Service
Nlp
Algorithms
Shell Scripting
Natural Language Processing
Machine Learning
Deep Learning"
422,Technical Lead - Machine Learning with Python,Sopra Steria,"Noida(Sector-135 Noida), Greater Noida, Delhi / NCR",6-9 Yrs,"Natural Language Processing
Machine Learning
Python
Docker
No SQL
learning
MicroServices
flask"
423,Machine Learning Compiler Sr Staff,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-7 Yrs,"Computer science
Automation
Data analysis
Coding
Staffing
Machine learning
Strategic planning
Budgeting"
424,Sr. Associate/Managers For Artificial Intelligence Machine Learning,Cognizant,Hyderabad/Secunderabad,6-11 Yrs,"IT Skills
Java
Python
Machine Learning
Javascript
NLP
Phyton
PowerBI"
425,Machine Learning Developer (6-9 yrs),Forstaffing - Executive Search Firm,Noida,6-9 Yrs,"data structures
data modelling
Python
Machine Learning
software architecture
PyTorch
machine
Keras"
426,Senior Data Scientist - Python/Machine Learning Algorithms,Altimax Business Solutions,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",4-9 Yrs,"ML algorithms
Machine Learning Algorithms
Python
Perl
Data Science
Data Analytics
Machine Learning
Django"
427,Senior Data Scientist - Machine Learning & Artificial Intelligence,Job Fittment Finder,Pune,4-8 Yrs,"Artificial Intelligence
Machine Learning
Data Science
IT Skills
Python
Software Development
Testing
Cloud"
428,Lead Machine learning Engineer/ software developer,Siemens,Bangalore/Bengaluru,3-7 Yrs,"Computer vision
DTS
Version control
Analytical
Consulting
Machine learning
Agile
Data processing"
429,Software Developer (Machine Learning),Forstaffing - Executive Search Firm,Delhi,2-6 Yrs,"Computer science
jQuery
Team management
Linux
Postgresql
Machine learning
Integration testing
Agile"
430,Software Developer - NLP/Python/Machine Learning,Cunesoft India Private Limited (a Phlexglobal Company),Bangalore/Bengaluru,3-8 Yrs,"NLP
Machine Learning
Python
IT Skills
Software Development
Testing
Project Management
.Net"
431,Machine Learning Smartphone Developer,SEMUSI PTE LTD,Noida,2-7 Yrs,"IT Skills
Machine Learning
assembly language
Six Sigma
PMP
C
JavaScript
Real Time Operating Systems"
432,Machine Learning Engg From Tier1 College IIT/NIT 2-7Yrs Exp Pune Loc,SHRIKRISHNA LAXMAN POHNERKAR,Pune,2-7 Yrs,"Python
MATLAB
R
IT Skills
Machine Learning
Maths
MLlib
Statistics"
433,Machine Learning - QA Engineer 2-4Yrs Exp required Prod Dev IT Pune,SHRIKRISHNA LAXMAN POHNERKAR,Pune,2-4 Yrs,"Machine Learning
Debelop Test Auto
Data Structures
Algorithms
IT Skills
Design & Debelop Test Auto tools
QA
statistics"
434,Camera Machine Learning Specialist/Lead,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,3-8 Yrs,"Wireless
Computer science
C++
Data analysis
Image processing
Machine learning
Signal processing
Sensors"
435,Camera Software Systems Specialist- Machine learning Staff,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-6 Yrs,"Wireless
Computer science
C++
Data analysis
Prototype
Image processing
Sensors
Automotive"
436,Machine Learning SW Lead,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,7-12 Yrs,"Wireless
Product management
Computer science
C++
Software design
Configuration management
Machine learning
Data structures"
437,Machine Learning compiler,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,3-5 Yrs,"RTOS
Computer science
Linux
TDD
SOC
Configuration management
Machine learning
Firmware"
438,Machine Learning Kernel,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,2-6 Yrs,"Computer science
Testing tools
TDD
Staffing
Configuration management
Machine learning
Apache
Ruby"
439,Computer Vision and Machine Learning Specialist - XR Perception R&D,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,1-5 Yrs,"Wireless
Computer science
Geometry
C++
Product engineering
Analytical
Machine learning
Debugging"
440,Machine Learning (ML) Compiler Architect/Lead,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,5-11 Yrs,"Product management
Wireless
RTOS
C++
Software design
Linux
SOC
Firmware"
441,Synthesis / Implementation Lead - Machine Learning Sub system,"Qualcomm Technologies, Inc",Bangalore/Bengaluru,10-15 Yrs,"Automation
VHDL
ASIC
Simulation
RF
Analog
Circuit designing
Hardware design"
442,Machine Learning Engineer - Data Science,SP Staffing Services Private Limited,"Pune, Chennai, Mumbai (All Areas)",6-11 Yrs,"Machine Learning
IT Skills
Python
Testing
Quality Assurance
Data Science
Cloud
DevOps"
443,Assistant Manager/Manager/Data Scientist - Python/Machine Learning,Huquo Consulting Pvt. Ltd,Bangalore/Bengaluru,3-8 Yrs,"Data Science
Predictive Modeling
Tensorflow
Keras
NLP
Data Scientist
Data Management
Data wrangling"
444,Head of Data Science - Python/Machine Learning,Connexions,Gurgaon/Gurugram,7-10 Yrs,"Data Science
Machine Learning
Python
IT Skills
PySpark
Data Management
PD model development
Big Data"
445,Data Scientist - Machine Learning/ Deep Learning,Huptech Consultancy Services,Ahmedabad,2-4 Yrs,"data structures
Machine Learning
Deep Learning
PyTorch
analytical
software architecture
Python
Microsoft Azure"
446,Product Manager - Data Platform and Machine Learning,CaaStle,Bangalore/Bengaluru,3-8 Yrs,"software development
big data
machine learning
Data Platform"
447,Machine Learning Data Science Practitioner,Accenture,Pune,12-15 Yrs,"IT Skills
Python
Data Science
Machine Learning
Big Data
deep learning
Architecture
Consulting"
448,Machine Learning Data Science Practitioner,Accenture,Bangalore/Bengaluru,15-18 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Oracle
Big Data
Architecture"
449,Machine Learning Data Science Practitioner,Accenture,Bangalore/Bengaluru,12-15 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Oracle
Big Data
Architecture"
450,Product - Data and Machine Learning Platforms,CRED,Bangalore/Bengaluru,2-5 Yrs,"Data Science
Communication Skills
Product Management
Saas
Problem Solving
Machine Learning
Analytics
Health Insurance"
451,Machine Learning Toolchain Developer,"Qualcomm Technologies, Inc",Chennai,3-8 Yrs,"Computer science
Computer vision
software architecture
Coding
Staffing
Machine learning
Architectural design
Software development life cycle"
452,"Software Engineer NLP, Machine Learning",Global Technologies,Bangalore/Bengaluru,7-10 Yrs,"NLTK
Stanford CoreNLP
Spacy
Deep Learning
Machine Learning
PyTorch
AI
Agile"
453,"Software Engineer NLP, Machine Learning",Global Technologies,Bangalore/Bengaluru,7-12 Yrs,"NLP
Machine Learning
Microservices
Stanford CoreNLP
TensorFlow
Agile
Deep Learning
Scrum"
454,Machine learning/Deep Learning Engineer_MNC Company Noida,Obox HR Solutions Private Limited,"Noida, Faridabad",4-7 Yrs,"IT Skills
Python
Machine Learning
DevOps
AWS
pandas
Tensorflow
Data Science"
455,Machine Learning Architect @ Innova Solutions - Chennai / Pune,Innova Solutions Private Limited,"Hyderabad/Secunderabad, Pune, Chennai",9-13 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Cloud
Product Management
Big Data Analytics"
456,Machine Learning Architect,Netmeds,Chennai,5-10 Yrs,"Design
Data Science
Pattern Recognition
Artificial Intelligence
Neural Networks
Big Data
ci/cd
Computer Vision"
457,Sr. Machine Learning Engineer,Multi Recruit,Bangalore/Bengaluru,5-10 Yrs,"Computer science
C++
Automation
operational support
Linux
Analytical
Consulting
Workflow"
458,Senior Machine Learning Engineer,Zscaler Softech,Bangalore/Bengaluru,4-7 Yrs,"Data Science
Nosql
C + +
Data Scientist
Computer Science
Mongodb
Spark
Machine Learning"
459,Senior Machine Learning Engineer,cloudneeti,Bangalore/Bengaluru,3-6 Yrs,"Data Science
R
C + +
Data Scientist
Computer Science
Mongodb
Spark
Machine Learning"
460,Senior Machine Learning Engineer,Gojek,Bangalore/Bengaluru,5-11 Yrs,"Computer science
Training
data science
Machine learning
Programming
Mathematics
Open source
Statistics"
461,Senior Machine Learning Engineer,Jupiter.money,Bangalore/Bengaluru,3-7 Yrs,"Data Science
Java
Design Patterns
Scala
Computer Science
Problem Solving
Object Oriented Programming
Machine Learning"
462,Senior Software Engineer - Machine Learning,"Saavn, LLC",Mumbai,2-5 Yrs,"Computer science
Data analysis
international travel
Machine learning
Data structures
Silicon
Mathematics
microsoft"
463,Sr . Machine Learning Engineer,ATYETI,Pune,2-7 Yrs,"IT Skills
Python
Machine Learning
Cloud
Azure
Communication Skills
Financial Analysis
Algorithms"
464,Senior Machine Learning Engineer,CVEDIA,Remote,3-8 Yrs,"IT Skills
Python
Machine Learning
remote
Computer science
Computer vision
deep learning
Neural networks"
465,Senior Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"Mumbai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",2-6 Yrs,"Computer vision
Statistical modeling
GCP
Time series analysis
Customer satisfaction
Machine learning
Agile
Performance monitoring"
466,Sr Staff Software Engineer(Machine Learning) PD (Commerce BU),Blue Yonder,Bengaluru,5-10 Yrs,"Supply chain
Computer science
GIT
data science
GCP
Machine learning
Data structures
JIRA"
467,Hiring Senior Machine Learning Engineer_Punchh,Punchh Tech India Private Limited,"Gurgaon/Gurugram, Jaipur",5-10 Yrs,"Machine Learning
Python
SQL
Natural Language Processing
Data Mining
Page
Digital Marketing
Analytics"
468,Senior Machine Learning Engineer,Mad Street Den,Chennai,3-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Computer science
Computer vision
deep learning
Interpersonal skills"
469,"Machine Learning, Senior Software Engineer",Zdaly,Bengaluru,5-10 Yrs,"Unix
Computer science
Object oriented design
SAN
C++
Linux
Coding
Machine learning"
470,Sr Machine Learning Systems Engineer,Infineon Technologies Pvt Ltd,Bangalore/Bengaluru,1-3 Yrs,"Wireless
Computer science
GIT
Shell scripting
Machine learning
Signal processing
Algorithm development
Open source"
471,"Business System Analyst, Machine Learning and Advanced Analytics",Google,Hyderabad/Secunderabad,5-10 Yrs,"IT Skills
Machine Learning
Computer science
Business System Analyst
Analytical
Business intelligence
Forecasting
Statistics"
472,Hadoop/Python Developer - Machine Learning,Serving Skill,"Bangalore/Bengaluru, Delhi / NCR",3-8 Yrs,"pandas
Hadoop
big data
Scikit
numpy
spacy
Dockers
mathplotlib"
473,Immediate opportunity For AI Machine Learning Developer,HTL Co India Pvt Ltd,Bangalore/Bengaluru,4-6 Yrs,"Opencv
Machine Learning
Python
IT Skills
Artificial Intelligence
Tensorflow
Cnn
C++"
474,Artificial Intelligence/Machine Learning Developer,Cubet Techno Labs Pvt. Ltd.,"Kochi, Chennai",5-10 Yrs,"IT Skills
Java
Python
Cloud
Node.js
Javascript
Azure
UI development"
475,Research Scientist Engineer Machine Learning / NLP,Career Maker,Bangalore/Bengaluru,4-8 Yrs,"NLP
DNN
Machine Learning
IT Skills
Python
Speech Recognition
C++
GMM"
476,Machine Learning Ops Engineer - with Kimberly - Clark ( Product Based),Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,5-10 Yrs,"IT Skills
Python
Data Science
Cloud
DevOps
Big Data
Azure
MLOPs"
477,Machine Learning Engineer,Ankercloud,Bangalore/Bengaluru,2-5 Yrs,"Computer vision
C++
Data analysis
Linux
GCP
Machine learning
Monitoring
Analytics"
478,Machine Learning Engineer,Pype,Bengaluru,2-5 Yrs,"data science
Machine learning"
479,"Software Engineer, Machine Learning Operations - GoFood",Gojek,Bangalore/Bengaluru,3-8 Yrs,"Product engineering
Quality systems
Machine learning
SCALA
Cloud
Infrastructure
Deployment
Apache"
480,Principal Machine Learning Engineer,CareerXperts Consulting,Bengaluru,7-11 Yrs,"Computer science
Usage
Literature
data science
Machine learning
Algorithm development
Infrastructure
Subject Matter Expert"
481,Machine Learning Engineer (Software Engineer),Walmart,Bangalore/Bengaluru,3-6 Yrs,"IT Skills
Python
Machine Learning
Cloud
Javascript
Computer science
Linux
Shell scripting"
482,Machine Learning Engineer,AMPLIFY ANALYTIX INDIA PRIVATE LIMITED,Bengaluru,1-4 Yrs,Learn more
483,Oportun is looking For Machine Learning Engineer-Remote,Oportun,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-10 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Elastic Search
AWS"
484,Lead Engineer - Machine Learning | Twitter,TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,12-17 Yrs,Machine Learning
485,Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"Java Servlet
Machine Learning
analytical
java
communication
IT Skills
Business process
Analytical skills"
486,Machine Learning Researcher - C++/Python,Accubits Technologies,Trivandrum/Thiruvananthapuram,3-8 Yrs,"C++
Machine Learning
Python
Deep Learning
LSTM
Data Analysis
Synthetic Data Generation
communication"
487,Machine Learning Engineer | 7-Eleven,TALENT500 TECH (INDIA) PRIVATE LIMITED,Bangalore/Bengaluru,1-3 Yrs,"Azure
Machine Learning
Python"
488,Machine Learning Engineer,Peopleplus Professional Services Pvt. Ltd.,Bangalore/Bengaluru,4-8 Yrs,"Computer science
Computer vision
Software design
Data modeling
Debugging
Machine learning
Agile
Data processing"
489,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,6-8 Yrs,"JDA
Microsoft Azure Machine Learning
analytical
Python Programming
communication
IT Skills
Python
Machine Learning"
490,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"Business process
Team management
Data modeling
Analytical
Consulting
Machine learning
Category management
microsoft azure"
491,Machine Learning Engineer,SpotDraft,"Gurgaon/Gurugram, Bangalore/Bengaluru",1-5 Yrs,"Deep Learning
Pytorch
Machine Learning
RESTful APIs
Machine Learning framework
numpy
Linux
Python"
492,Machine Learning Engineer,Stantec,Pune,5-10 Yrs,"Predictive Modeling
Data Science
Artificial Intelligence
Data Scientist
Technical Support
Natural Language Processing
Data Modeling
Computer Vision"
493,Machine Learning Engineer,FogHorn,Pune,5-10 Yrs,"C++
Agile
Keras
Python
TensorFlow
deep learning
Neural networks
Machine learning"
494,Python - Machine Learning Engineer,Harman Connected Services Corporation India Pvt.,Bangalore/Bengaluru,4-8 Yrs,"Automation
Due diligence
Claims
Staffing
Agile
Technical support
Analytics
Automotive"
495,Machine Learning engineer,Euprime,Bengaluru,2-7 Yrs,"R programming
AWS
Machine Learning
Algorithms
Google Cloud
python
IT Skills
Cloud"
496,Engineering Manager - Machine Learning,Gojek,Bangalore/Bengaluru,8-13 Yrs,"Computer science
Training
data science
Machine learning
Programming
Mathematics
Open source
Statistics"
497,Machine Learning Engineer,Staffio HR,Bengaluru,2-7 Yrs,"Computer science
software architecture
GIT
Statistical analysis
Machine learning
Programming
Deployment
Management"
498,Machine Learning Engineer,TekFortune Inc.,Bangalore/Bengaluru,5-10 Yrs,"Data Science
Hadoop
Neural Networks
Spark
Map / Reduce
Machine Learning
Python
Computer Languages"
499,Python Machine Learning Engineer,Calsoft,"Pune, Bangalore/Bengaluru
(WFH during Covid)",4-8 Yrs,"Machine Learning
Pandas
PyTorch
Python
Scikit Learn
Numpy
AWS
Azure"
500,Principal Machine Learning Engineer AI Product Startup,CareerXperts Consulting,"Hyderabad, Chennai",6-10 Yrs,"Algorithms
data science
Time series analysis
Machine learning
Hadoop
Tools
Subject Matter Expert
Forecasting"
501,Technical Architect - Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"Bangalore/Bengaluru, Mumbai (All Areas)",10-15 Yrs,"NLP
machine learning
Python
IT Skills
Cloud
Big Data
AWS
Azure"
502,Computer Vision & Machine Learning Engineer,ACVISS TECHNOLOGIES PRIVATE LIMITED,Bangalore/Bengaluru,2-5 Yrs,"IT Skills
Python
computer vision
machine learning"
503,Machine Learning Engineer,cloudneeti,Bangalore/Bengaluru,2-5 Yrs,"Nosql
Docker
C + +
Computer Science
Mongodb
Spark
Machine Learning
Python"
504,TA - Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"Mumbai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",2-5 Yrs,"IT Skills
Python
Software Development
Machine Learning
Cloud
AWS
Azure
Computer vision"
505,Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,8-10 Yrs,"Machine Learning
Agile
DevOps
verbal
written communication
Advance Analytics
IT Skills
Cloud"
506,Machine Learning Engineer,Quantiphi Analytics Solutions Pvt. Ltd.,"Mumbai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",4-8 Yrs,"IT Skills
Software Development
Computer vision
Linux
Production support
Coding
Hardware design
Machine learning"
507,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"IT Skills
Python
Machine Learning
Azure
Business process
Team management
Data modeling
Analytical"
508,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"JDA
Microsoft Azure Machine Learning
analytical
Python
communication
IT Skills
Machine Learning
Azure"
509,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,8-10 Yrs,"IT Skills
Python
Machine Learning
Azure
Business process
Team management
Data modeling
Analytical"
510,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"Microsoft Azure Machine Learning
Python
JDA
analytical
communication
IT Skills
Machine Learning
Azure"
511,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"Microsoft Azure Machine Learning
communication
analytical
JDA
Python
IT Skills
Machine Learning
Azure"
512,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,4-6 Yrs,"IT Skills
Python
Machine Learning
Azure
Business process
Team management
Data modeling
Analytical"
513,Microsoft Azure Machine Learning Application Developer,Accenture,Bangalore/Bengaluru,6-8 Yrs,"IT Skills
Python
Machine Learning
Azure
Business process
Team management
Data modeling
Analytical"
514,Machine Learning Application Developer,Accenture,Chennai,2-4 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Artificial Intelligence
Computer science
Business process"
515,Machine Learning Application Developer,Accenture,Chennai,4-6 Yrs,"Computer science
Business process
Data modeling
Artificial Intelligence
Consulting
Machine learning
Agile
Linguistics"
516,Artificial Intelligence / Machine Learning Engineer,Healthcoco,Nagpur,1-6 Yrs,"Computer science
Image processing
Artificial Intelligence
Machine learning
Infrastructure
Healthcare
Deployment
data visualization"
517,Machine Learning Application Developer,Accenture,Mumbai,4-8 Yrs,"IT Skills
Python
Software Development
Machine Learning
Cloud
Business process
Consulting
Agile"
518,"Machine Learning Engineer, Image Processing",Hubino Technologies Pvt Ltd,Chennai,2-5 Yrs,"x86
Python
ARM
ETL
CUDA
Computer science
Business process
Computer vision"
519,"R&D - NLP, Machine Learning (Java, C#, C )",Career Makers,New Delhi,5-10 Yrs,"analytics
algorithms
python
java
software design
data structures
perl
agile"
520,Engineering Manager-Machine Learning,"Cloudera, Inc.",Bangalore/Bengaluru,6-11 Yrs,"Computer science
cloudera
data science
GCP
PAAS
Machine learning
big data
Distribution system"
521,"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,"New Delhi, Delhi",5-10 Yrs,"algorithms
python
c
code
solid
technical
software
software design"
522,"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,"New Delhi, Delhi",5-10 Yrs,"algorithms
python
c
code
solid
technical
software
software design"
523,"R&D - NLP, Machine Learning (Java, C#, C )",CAREER MAKERS,New Delhi,3-8 Yrs,"algorithms
python
c
code
solid
technical
software
software design"
524,Machine Learning Performance Engineer,"Advanced Micro Devices, Inc",Bengaluru,1-5 Yrs,"Graphics
Training
Architecture
Ethernet
Machine learning
Manager Technology
high performance computing
Hardware"
525,Product Development Engineer II - Machine Learning,Phenompeople,Hyderabad/Secunderabad,3-7 Yrs,"Product management
Computer science
deep learning
data science
Coding
Machine learning
Agile
Data processing"
526,Machine Learning Engineer,Cogneesol,Mohali,2-4 Yrs,"algorithms
machine learning
statistical analysis
IT Skills
Data Science
Ml Libraries
Machine Learning Engineer"
527,Engineering Manager-Machine Learning,Hortonworks Inc.,Bangalore/Bengaluru,8-12 Yrs,"Computer science
cloudera
data science
GCP
PAAS
Machine learning
big data
Distribution system"
528,Machine Learning Engineer,Kaarlo Training & HR Solutions Pvt. Ltd.,Tiruchirapalli/Trichy,4-5 Yrs,"SAN
Data modeling
Analytical
SOC
Artificial Intelligence
Machine learning
SMS
Data structures"
529,Machine Learning Engineer,HiringSign,Trivandrum/Thiruvananthapuram,5-8 Yrs,"Nlp
Opencv
Software Engineering
Data Structures
Rest Api
Computer Vision
Machine Learning
Deep Learning"
530,Machine Learning Engineer Experts,Sword Global (India) Pvt Ltd,"Chennai
(WFH during Covid)",3-8 Yrs,"Machine Learning
Deep Learning
Python
IT Skills
J2EE
Software Development
Data Science
Cloud"
531,Staff Engineer - Machine Learning Software/Firmware Engineering,Marvell,Bangalore/Bengaluru,5-8 Yrs,"Computer science
C++
Semiconductor
Backend
GIT
Machine learning
Firmware
JIRA"
532,Machine Learning Engineer,EyeROV (IROV TECHNOLOGIES PRIVATE LIMITED),Kochi/Cochin,2-5 Yrs,"Computer science
Computer vision
deep learning
3D
Image processing
Software development
Machine learning
Programming"
533,Machine Learning Engineer - Backend - Pan india,PREZENTIUM India Pvt. Ltd,Remote,3-8 Yrs,"Business communication
Computer vision
deep learning
Backend
Automation testing
Machine learning
Data structures
Business presentations"
534,Machine Learning Engineer,Numbrs,Remote,5-10 Yrs,"cassandra
Neural networks
Artificial Intelligence
Finance
Machine learning
SCALA
Manager Technology
Pattern recognition"
535,"Machine Learning Engineer - Pune, Ahmedabad or Work From Home",Radamatic Solutions Pvt Ltd,"Pune, Ahmedabad, Remote",6-8 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
Azure
Artificial Intelligence
text representation"
536,Machine Learning Engineer,Embold Technologies GmbH,Pune,6-8 Yrs,"agile
data structures
comm
PyTorch
Spark
Pandas
Python
machine learning"
537,Software Engineer (Machine Learning),Soroco India,Bangalore/Bengaluru,1-3 Yrs,"IT Skills
Software Development
Testing
Data Science
Machine Learning
Cloud
Computer science
Electrical engineering"
538,Machine Learning Software Engineer,GSTZen,Bangalore/Bengaluru,2-5 Yrs,"written communication
ML algorithms
debugging
IT Skills
Machine Learning
Backend
Front end
Postgresql"
539,Machine learning and AI Engineer,Megdap Innovation Labs Private Limited,Pune,2-5 Yrs,"Computer science
C++
GIT
Linux
Image processing
Machine learning
Perl
Open source"
540,Machine Learning Scientist,CAREER MAKERS,Bengaluru,5-10 Yrs,"C++
Data modeling
Machine learning
Perl
Predictive modeling
Presentation skills
Data mining
MATLAB"
541,Assistant Manager/manager - Machine Learning,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-9 Yrs,"Data Modeling
Machine Learning
Statistics
Analytics
Python
Predictive Analytics"
542,Assistant Manager / Manager - Machine Learning - Consulting Firm,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,4-9 Yrs,"Naive Bayes
Decision Forests
k - NN
Data Modeling
SVM
Machine Learning
Statistics
Analytics"
543,Machine Learning Scientist,CAREER MAKERS,"Bangalore/Bengaluru, Bengaluru / Bangalore",5-10 Yrs,"IT Skills
Java
Python
Software Development
Machine Learning
matlab
c
data mining"
544,"Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,Hyderabad,2-6 Yrs,"python
ML
IT Skills
Data Science
Machine Learning
Technology Head
Data analytics"
545,Machine Learning (NLP),Famepilot Internet,Gurgaon,2-7 Yrs,"Cloud computing
Backend
Front end
Django
Machine learning
Data structures
Customer support
Natural language processing"
546,Machine Learning Scientist,Phenompeople,Hyderabad/Secunderabad,4-9 Yrs,"Product management
Computer science
deep learning
Product engineering
data science
Coding
Machine learning
Agile"
547,Machine Learning Scientist,CAREER MAKERS,"Bangalore/Bengaluru, Bengaluru / Bangalore",5-8 Yrs,"IT Skills
Java
Python
Software Development
Machine Learning
matlab
c
data mining"
548,Engineering Services Engineer - Machine Learning,Siemens,Pune,2-6 Yrs,"Engineering services
Training
deep learning
Networking
Machine learning
Infrastructure
Siemens
Mechanical engineering"
549,Machine Learning (NLP),Famepilot Internet,Gurgaon,3-7 Yrs,"Cloud computing
Backend
Front end
Django
Machine learning
Data structures
HTML
Analytics"
550,Backend Engineer w/ Machine Learning,Numbrs,Remote,5-10 Yrs,"C++
Backend
GIT
Coding
cassandra
Artificial Intelligence
Machine learning
Agile"
551,Machine Learning Scientist,CAREER MAKERS,Bangalore/Bengaluru,5-10 Yrs,"matlab
python
java
software development
c
data modeling
data mining
perl"
552,Machine Learning Scientist,Numbrs,Remote,5-10 Yrs,"cassandra
Neural networks
Artificial Intelligence
Finance
Machine learning
Manager Technology
Pattern recognition
Troubleshooting"
553,Associate Machine Learning Scientist,Wadhwani AI,Mumbai,2-5 Yrs,"Computer science
C++
Coding
Artificial Intelligence
Machine learning
Healthcare
Research
Data mining"
554,"Sr Associate, Cloud Machine Learning Solutions Delivery",Pfizer,Chennai,5-8 Yrs,"Application support
Compliance
Configuration management
Javascript
Agile
Information technology
SDLC
Auditing"
555,Cloud Big Data Architect - Artificial Intelligence/ Machine Learning,Career Infosystem,Bangalore/Bengaluru,8-12 Yrs,"Presto
Druid
Kafka
Java
Big Data
IT Skills
Cloud
Technical Architect"
556,Cloud Big Data Architect - Artificial Intelligence/ Machine Learning,Career Infosystem,Bangalore/Bengaluru,8-12 Yrs,"Presto
Kafka
Java
Druid
Big Data
IT Skills
Cloud
Technical Architect"
557,Senior Data Scientist - Machine Learning,Serving Skill,Kochi/Cochin,6-9 Yrs,"Data Science
Azure
Data Scientist
Data Management
Agile
Data Analytics
Machine Learning
Python"
558,Python Developer - Flask/Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,3-5 Yrs,"Machine Learning
Python
Flask
Git
Design Patterns
Flask frameworks"
559,Python Developer - Flask/ Machine Learning,CarbyneTech India,Hyderabad/Secunderabad,3-5 Yrs,"Machine Learning
Python
Flask
Design Principles
GIT
Git
Design Patterns
Problem Solving"
560,"Senior Machine Learning Engineer - Deep Learning, Startup",Connexions,Bangalore/Bengaluru,3-7 Yrs,"Machine Learning
Deep Learning
Python
IT Skills
Java
Data Science
Pytorch
Tensorflow"
561,Senior Research SDE (Machine Learning),Microsoft,Bangalore/Bengaluru,3-7 Yrs,"IT Skills
Software Development
Machine Learning
Computer science
deep learning
Coding
Legal
Software development life cycle"
562,Machine learning- Senior Professor,Hindustan University,Bengaluru,15-18 Yrs,"Counselor
Mentor
Trainer
Advisor
Educator
Teaching"
563,Lead Data Scientist - Python/Machine Learning,Megma Services,Mumbai,4-9 Yrs,"Machine Learning
Python
IT Skills
Data Science
Cloud
MS SQL
AWS
Tableau"
564,Data scientist - Gurgaon - Python / Machine Learning / Hadoop,Industrial Personnel Network,Gurgaon/Gurugram,3-7 Yrs,"python
R
Data science
data scientist
Machine Learning"
565,Data Scientist - Machine Learning and NLP with Python,OpsMx,"Hyderabad/Secunderabad, Bangalore/Bengaluru
(WFH during Covid)",3-6 Yrs,"NLP
Machine Learning
Python
IT Skills
Statistics
Devops
AWS"
566,Google Cloud Machine Learning Services Data Science Practitioner,Accenture,Pune,12-15 Yrs,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Big Data
Architecture"
